from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,input_seg_size,num_mem_tokens,model_path,f1,best_valid_f1,precision,best_valid_precision,recall,best_valid_recall,accuracy,best_valid_accuracy
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,1503,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1503_mem10/run_1,0.9019607901573181,0.8085106611251831,0.9583333134651184,0.9411764740943909,0.8518518805503845,0.8461538553237915,0.9242424368858337,0.859375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,1503,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1503_mem10/run_2,0.9629629850387573,0.8799999952316284,0.9629629850387573,0.949999988079071,0.9629629850387573,0.8461538553237915,0.9696969985961914,0.90625
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,1503,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_1503_mem10/run_1,0.9411764740943909,0.782608687877655,1.0,1.0,0.8888888955116272,0.7692307829856873,0.9545454382896423,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,1503,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_1503_mem10/run_2,0.9230769276618958,0.7692307829856873,0.9599999785423279,1.0,0.8888888955116272,0.9230769276618958,0.939393937587738,0.8125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,1503,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1503_mem10/run_1,0.9230769276618958,0.8461538553237915,0.9599999785423279,1.0,0.8888888955116272,0.8846153616905212,0.939393937587738,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,1503,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1503_mem10/run_2,0.9230769276618958,0.8260869383811951,0.9599999785423279,0.949999988079071,0.8888888955116272,0.9230769276618958,0.939393937587738,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,2004,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_2004_mem10/run_1,0.9200000166893005,0.75,1.0,0.8999999761581421,0.8518518805503845,0.692307710647583,0.939393937587738,0.8125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,2004,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_2004_mem10/run_2,0.9200000166893005,0.7111111283302307,1.0,1.0,0.8518518805503845,0.6538461446762085,0.939393937587738,0.796875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,2004,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_2004_mem10/run_1,0.9200000166893005,0.7796609997749329,1.0,1.0,0.8518518805503845,0.8846153616905212,0.939393937587738,0.828125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,2004,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_2004_mem10/run_2,0.9629629850387573,0.8163265585899353,0.9629629850387573,1.0,0.9629629850387573,0.7692307829856873,0.9696969985961914,0.859375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,2004,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_2004_mem10/run_1,0.8979591727256775,0.7017543911933899,1.0,1.0,0.8148148059844971,0.7692307829856873,0.9242424368858337,0.78125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,2004,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_2004_mem10/run_2,0.8846153616905212,0.7916666865348816,0.9200000166893005,0.9411764740943909,0.8518518805503845,0.807692289352417,0.9090909361839294,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,2004,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_2004_mem10/run_1,0.9433962106704712,0.8135592937469482,0.9615384340286255,1.0,0.9259259104728699,0.9230769276618958,0.9545454382896423,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,2004,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_2004_mem10/run_2,0.9056603908538818,0.8260869383811951,0.9230769276618958,1.0,0.8888888955116272,0.8461538553237915,0.9242424368858337,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,972,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_972_mem25/run_1,0.9433962106704712,0.8235294222831726,0.9615384340286255,1.0,0.9259259104728699,0.8461538553237915,0.9545454382896423,0.859375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,972,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_972_mem25/run_2,0.9230769276618958,0.7916666865348816,0.9599999785423279,0.9285714030265808,0.8888888955116272,0.7692307829856873,0.939393937587738,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,972,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_972_mem25/run_1,0.9230769276618958,0.8333333134651184,0.9599999785423279,0.9375,0.8888888955116272,0.8461538553237915,0.939393937587738,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,972,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_972_mem25/run_2,0.9411764740943909,0.8571428656578064,1.0,0.9473684430122375,0.8888888955116272,0.9230769276618958,0.9545454382896423,0.890625
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,972,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_972_mem25/run_1,0.9433962106704712,0.8148148059844971,0.9615384340286255,0.8181818127632141,0.9259259104728699,0.9615384340286255,0.9545454382896423,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,972,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_972_mem25/run_2,0.9433962106704712,0.8936170339584351,0.9615384340286255,1.0,0.9259259104728699,0.9230769276618958,0.9545454382896423,0.921875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,972,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_972_mem25/run_1,0.9433962106704712,0.8627451062202454,0.9615384340286255,1.0,0.9259259104728699,0.9615384340286255,0.9545454382896423,0.890625
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,972,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_972_mem25/run_2,0.9259259104728699,0.8235294222831726,0.9259259104728699,1.0,0.9259259104728699,0.8846153616905212,0.939393937587738,0.859375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0003,8,2,linear,972,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr3e-4_linear_adamw_wd1e-03_972_mem25/run_1,0.8846153616905212,0.7916666865348816,0.9200000166893005,0.9411764740943909,0.8518518805503845,0.7692307829856873,0.9090909361839294,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0003,8,2,linear,972,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr3e-4_linear_adamw_wd1e-03_972_mem25/run_2,0.9433962106704712,0.807692289352417,0.9615384340286255,1.0,0.9259259104728699,0.807692289352417,0.9545454382896423,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0003,8,2,constant_with_warmup,972,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr3e-4_constant_with_warmup_adamw_wd1e-03_972_mem25/run_1,0.9019607901573181,0.807692289352417,0.9583333134651184,1.0,0.8518518805503845,0.8461538553237915,0.9242424368858337,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0003,8,2,constant_with_warmup,972,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr3e-4_constant_with_warmup_adamw_wd1e-03_972_mem25/run_2,0.0,0.807692289352417,0.0,1.0,0.0,1.0,0.5909090638160706,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,1458,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_1458_mem25/run_1,0.9230769276618958,0.8301886916160583,0.9599999785423279,1.0,0.8888888955116272,0.8461538553237915,0.939393937587738,0.859375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,1458,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_1458_mem25/run_2,0.8799999952316284,0.8181818127632141,0.95652174949646,1.0,0.8148148059844971,0.7307692170143127,0.9090909361839294,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,1458,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1458_mem25/run_1,0.9019607901573181,0.8235294222831726,0.9583333134651184,1.0,0.8518518805503845,0.807692289352417,0.9242424368858337,0.859375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,1458,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1458_mem25/run_2,0.9056603908538818,0.8260869383811951,0.9230769276618958,1.0,0.8888888955116272,0.8461538553237915,0.9242424368858337,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,1458,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_1458_mem25/run_1,0.8799999952316284,0.8260869383811951,0.95652174949646,1.0,0.8148148059844971,0.7692307829856873,0.9090909361839294,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,1458,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_1458_mem25/run_2,0.8799999952316284,0.8235294222831726,0.95652174949646,0.9375,0.8148148059844971,0.8461538553237915,0.9090909361839294,0.859375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,1458,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1458_mem25/run_1,0.9454545378684998,0.8727272748947144,0.9285714030265808,1.0,0.9629629850387573,0.9230769276618958,0.9545454382896423,0.890625
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,1458,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1458_mem25/run_2,0.9454545378684998,0.8571428656578064,0.9285714030265808,1.0,0.9629629850387573,0.9230769276618958,0.9545454382896423,0.890625
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0003,8,2,linear,1458,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr3e-4_linear_adamw_wd1e-03_1458_mem25/run_1,0.8846153616905212,0.7457627058029175,0.9200000166893005,0.9285714030265808,0.8518518805503845,0.9615384340286255,0.9090909361839294,0.8125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0003,8,2,linear,1458,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr3e-4_linear_adamw_wd1e-03_1458_mem25/run_2,0.9056603908538818,0.7719298005104065,0.9230769276618958,1.0,0.8888888955116272,0.8461538553237915,0.9242424368858337,0.796875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0003,8,2,constant_with_warmup,1458,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr3e-4_constant_with_warmup_adamw_wd1e-03_1458_mem25/run_1,0.9056603908538818,0.8363636136054993,0.9230769276618958,1.0,0.8888888955116272,0.9230769276618958,0.9242424368858337,0.859375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0003,8,2,constant_with_warmup,1458,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr3e-4_constant_with_warmup_adamw_wd1e-03_1458_mem25/run_2,0.8888888955116272,0.7777777910232544,0.8888888955116272,1.0,0.8888888955116272,0.8461538553237915,0.9090909361839294,0.828125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,1944,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_1944_mem25/run_1,0.8979591727256775,0.7346938848495483,1.0,0.8888888955116272,0.8148148059844971,0.692307710647583,0.9242424368858337,0.8125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,1944,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_1944_mem25/run_2,0.9433962106704712,0.7843137383460999,0.9615384340286255,0.9285714030265808,0.9259259104728699,0.807692289352417,0.9545454382896423,0.828125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,1944,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1944_mem25/run_1,0.9433962106704712,0.8181818127632141,0.9615384340286255,1.0,0.9259259104728699,0.807692289352417,0.9545454382896423,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,1944,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1944_mem25/run_2,0.9411764740943909,0.8399999737739563,1.0,0.9411764740943909,0.8888888955116272,0.807692289352417,0.9545454382896423,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,1944,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_1944_mem25/run_1,0.9019607901573181,0.8070175647735596,0.9583333134651184,1.0,0.8518518805503845,0.8846153616905212,0.9242424368858337,0.828125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,1944,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_1944_mem25/run_2,0.9433962106704712,0.8846153616905212,0.9615384340286255,0.9411764740943909,0.9259259104728699,0.8846153616905212,0.9545454382896423,0.90625
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,1944,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1944_mem25/run_1,0.9056603908538818,0.7586206793785095,0.9230769276618958,1.0,0.8888888955116272,0.8846153616905212,0.9242424368858337,0.8125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,1944,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1944_mem25/run_2,0.9259259104728699,0.8275862336158752,0.9259259104728699,0.8947368264198303,0.9259259104728699,0.9230769276618958,0.939393937587738,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0003,8,2,linear,1944,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr3e-4_linear_adamw_wd1e-03_1944_mem25/run_1,0.8846153616905212,0.7407407164573669,0.9200000166893005,1.0,0.8518518805503845,0.9615384340286255,0.9090909361839294,0.78125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0003,8,2,linear,1944,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr3e-4_linear_adamw_wd1e-03_1944_mem25/run_2,0.9056603908538818,0.807692289352417,0.9230769276618958,1.0,0.8888888955116272,0.807692289352417,0.9242424368858337,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0003,8,2,constant_with_warmup,1944,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr3e-4_constant_with_warmup_adamw_wd1e-03_1944_mem25/run_1,0.9454545378684998,0.8518518805503845,0.9285714030265808,0.8571428656578064,0.9629629850387573,0.8846153616905212,0.9545454382896423,0.875
