from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,input_seg_size,num_mem_tokens,model_path,best_valid_exact_match
bert-base-cased,,modeling_rmt_drop_empty:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_linear_adamw_wd1e-03_1497_mem10/run_1,57.61079025268555
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_linear_adamw_wd1e-03_1497_mem10/run_2,57.03275680541992
bert-base-cased,,modeling_rmt_drop_empty:RMTEncoderForSequenceClassification,encoder,0.0001,8,2,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-04_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_1,54.81695556640625
bert-base-cased,,modeling_rmt_drop_empty:RMTEncoderForSequenceClassification,encoder,0.0001,8,2,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-04_linear_adamw_wd1e-03_1497_mem10/run_1,50.09634017944336
bert-base-cased,,modeling_rmt_drop_empty:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_1,64.83621978759766
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_2,71.29094696044922
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,constant_with_warmup,1996,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_constant_with_warmup_adamw_wd1e-03_1996_mem10/run_1,56.64739990234375
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,constant_with_warmup,1996,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_constant_with_warmup_adamw_wd1e-03_1996_mem10/run_2,55.973026275634766
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,linear,1996,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_linear_adamw_wd1e-03_1996_mem10/run_1,56.35838317871094
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,linear,1996,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_linear_adamw_wd1e-03_1996_mem10/run_2,55.876686096191406
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,constant_with_warmup,1996,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_constant_with_warmup_adamw_wd1e-03_1996_mem10/run_1,57.99614715576172
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,constant_with_warmup,1996,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_constant_with_warmup_adamw_wd1e-03_1996_mem10/run_2,56.16570281982422
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,1996,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996_mem10/run_1,58.574180603027344
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,constant_with_warmup,1836,,50,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_constant_with_warmup_adamw_wd1e-03_1836_mem50/run_1,55.973026275634766
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1497_mem10/run_2,73.41040802001953
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,linear,1836,,50,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_linear_adamw_wd1e-03_1836_mem50/run_1,72.73603057861328
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,constant_with_warmup,918,,50,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_constant_with_warmup_adamw_wd1e-03_918_mem50/run_2,57.51445007324219
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,constant_with_warmup,1836,,50,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_constant_with_warmup_adamw_wd1e-03_1836_mem50/run_1,71.77263641357422
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,linear,918,,50,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_linear_adamw_wd1e-03_918_mem50/run_2,68.40077209472656
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,constant_with_warmup,918,,50,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_constant_with_warmup_adamw_wd1e-03_918_mem50/run_2,72.73603057861328
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,1836,,50,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1836_mem50/run_1,71.0019302368164
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,918,,50,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_918_mem50/run_2,71.38728332519531
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,constant_with_warmup,968,,25,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_constant_with_warmup_adamw_wd1e-03_968_mem25/run_1,71.96531677246094
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,constant_with_warmup,1377,,50,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_constant_with_warmup_adamw_wd1e-03_1377_mem50/run_2,57.03275680541992
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,linear,968,,25,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_linear_adamw_wd1e-03_968_mem25/run_1,71.67630004882812
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,constant_with_warmup,968,,25,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_constant_with_warmup_adamw_wd1e-03_968_mem25/run_1,72.15799713134766
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,linear,1377,,50,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_linear_adamw_wd1e-03_1377_mem50/run_2,65.60693359375
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,968,,25,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_968_mem25/run_1,74.08477783203125
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,constant_with_warmup,1452,,25,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_constant_with_warmup_adamw_wd1e-03_1452_mem25/run_1,65.125244140625
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,constant_with_warmup,1377,,50,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_constant_with_warmup_adamw_wd1e-03_1377_mem50/run_2,71.38728332519531
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,linear,1452,,25,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_linear_adamw_wd1e-03_1452_mem25/run_1,57.803466796875
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,1377,,50,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1377_mem50/run_2,72.15799713134766
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,constant_with_warmup,1452,,25,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_constant_with_warmup_adamw_wd1e-03_1452_mem25/run_1,71.67630004882812
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,1452,,25,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1452_mem25/run_1,72.35067749023438
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,constant_with_warmup,1936,,25,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_constant_with_warmup_adamw_wd1e-03_1936_mem25/run_1,56.06936264038086
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,8,2,linear,1936,,25,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_linear_adamw_wd1e-03_1936_mem25/run_1,55.491329193115234
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,constant_with_warmup,1936,,25,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_constant_with_warmup_adamw_wd1e-03_1936_mem25/run_1,70.71290588378906
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,1936,,25,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1936_mem25/run_1,69.55683898925781
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_2,55.39500045776367
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_2,56.3583984375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr1e-04_linear_adamw_wd1e-03_1497_mem10/run_2,55.49129867553711
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr1e-04_linear_adamw_wd1e-03_1497_mem10/run_2,55.29869842529297
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_2,55.49129867553711
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_2,56.069400787353516
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-05_linear_adamw_wd1e-03_1497_mem10/run_2,54.81700134277344
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-05_linear_adamw_wd1e-03_1497_mem10/run_2,55.683998107910156
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,918,,50,../runs/finetune/gridsearch/contract_nli/t5-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_918_mem50/run_2,73.12139892578125
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,918,,50,../runs/finetune/gridsearch/contract_nli/t5-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_918_mem50/run_2,58.47779846191406
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,918,,50,../runs/finetune/gridsearch/contract_nli/t5-base/lr1e-04_linear_adamw_wd1e-03_918_mem50/run_2,59.441200256347656
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,918,,50,../runs/finetune/gridsearch/contract_nli/t5-base/lr1e-04_linear_adamw_wd1e-03_918_mem50/run_2,58.670501708984375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,998,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_998_mem10/run_2,71.29090118408203
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,918,,50,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_918_mem50/run_2,58.76689910888672
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,918,,50,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_918_mem50/run_2,58.86320114135742
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,918,,50,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-05_linear_adamw_wd1e-03_918_mem50/run_2,58.76689910888672
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,918,,50,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-05_linear_adamw_wd1e-03_918_mem50/run_2,59.152198791503906
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,998,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr1e-04_linear_adamw_wd1e-03_998_mem10/run_2,60.500999450683594
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,1377,,50,../runs/finetune/gridsearch/contract_nli/t5-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1377_mem50/run_2,56.4547004699707
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,1377,,50,../runs/finetune/gridsearch/contract_nli/t5-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1377_mem50/run_2,57.80350112915039
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,998,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_998_mem10/run_2,67.34100341796875
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,998,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-05_linear_adamw_wd1e-03_998_mem10/run_2,58.092498779296875
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,1377,,50,../runs/finetune/gridsearch/contract_nli/t5-base/lr1e-04_linear_adamw_wd1e-03_1377_mem50/run_2,57.032798767089844
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,1377,,50,../runs/finetune/gridsearch/contract_nli/t5-base/lr1e-04_linear_adamw_wd1e-03_1377_mem50/run_2,56.3583984375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,1377,,50,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1377_mem50/run_2,57.032798767089844
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,1377,,50,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1377_mem50/run_2,56.74369812011719
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,1377,,50,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-05_linear_adamw_wd1e-03_1377_mem50/run_2,56.16569900512695
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,1377,,50,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-05_linear_adamw_wd1e-03_1377_mem50/run_2,57.12910079956055
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,8,2,constant_with_warmup,998,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr2e-04_constant_with_warmup_adamw_wd1e-03_998_mem10/run_1,57.99610137939453
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,8,2,constant_with_warmup,998,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr2e-04_constant_with_warmup_adamw_wd1e-03_998_mem10/run_2,68.97879791259766
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,8,2,linear,998,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr2e-04_linear_adamw_wd1e-03_998_mem10/run_1,73.60310363769531
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,8,2,linear,998,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr2e-04_linear_adamw_wd1e-03_998_mem10/run_2,58.28519821166992
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,8,2,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr2e-04_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_1,54.913299560546875
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,8,2,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr2e-04_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_2,56.9364013671875
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,8,2,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr2e-04_linear_adamw_wd1e-03_1497_mem10/run_1,55.49129867553711
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,8,2,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr2e-04_linear_adamw_wd1e-03_1497_mem10/run_2,55.78030014038086
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,8,2,constant_with_warmup,972,,25,../runs/finetune/gridsearch/contract_nli/t5-base/lr2e-04_constant_with_warmup_adamw_wd1e-03_972_mem25/run_1,71.58000183105469
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,8,2,constant_with_warmup,972,,25,../runs/finetune/gridsearch/contract_nli/t5-base/lr2e-04_constant_with_warmup_adamw_wd1e-03_972_mem25/run_2,72.35070037841797
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,8,2,linear,972,,25,../runs/finetune/gridsearch/contract_nli/t5-base/lr2e-04_linear_adamw_wd1e-03_972_mem25/run_1,69.17150115966797
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0002,8,2,linear,972,,25,../runs/finetune/gridsearch/contract_nli/t5-base/lr2e-04_linear_adamw_wd1e-03_972_mem25/run_2,59.05590057373047
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,8,2,constant_with_warmup,998,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-04_constant_with_warmup_adamw_wd1e-03_998_mem10/run_1,72.35070037841797
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,8,2,constant_with_warmup,998,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-04_constant_with_warmup_adamw_wd1e-03_998_mem10/run_2,58.670501708984375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,8,2,linear,998,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-04_linear_adamw_wd1e-03_998_mem10/run_1,71.96530151367188
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,8,2,linear,998,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-04_linear_adamw_wd1e-03_998_mem10/run_2,58.18880081176758
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,8,2,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-04_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_1,72.92870330810547
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,8,2,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-04_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_2,60.98270034790039
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,8,2,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-04_linear_adamw_wd1e-03_1497_mem10/run_1,56.64739990234375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,8,2,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-04_linear_adamw_wd1e-03_1497_mem10/run_2,55.00960159301758
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,8,2,constant_with_warmup,972,,25,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-04_constant_with_warmup_adamw_wd1e-03_972_mem25/run_1,71.48359680175781
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,8,2,constant_with_warmup,972,,25,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-04_constant_with_warmup_adamw_wd1e-03_972_mem25/run_2,70.13490295410156
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,8,2,linear,972,,25,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-04_linear_adamw_wd1e-03_972_mem25/run_1,72.92870330810547
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,8,2,linear,972,,25,../runs/finetune/gridsearch/contract_nli/t5-base/lr5e-04_linear_adamw_wd1e-03_972_mem25/run_2,69.6531982421875
