from_pretrained,input_seg_size,input_seq_len,num_mem_tokens,lr,lr_scheduler,double_segment,best_valid_exact_match,std,n_runs,runs
facebook/bart-base,512.0,1503,10,1e-05,linear,False,55.240400314331055,0.6119290820053137,2,"[55.67, 54.81]"
facebook/bart-base,512.0,1503,10,5e-05,constant_with_warmup,False,56.25,0.5439087889557565,2,"[56.63, 55.87]"
facebook/bart-base,512.0,1503,10,5e-05,linear,False,56.97114944458008,0.74790762794339,2,"[57.5, 56.44]"
facebook/bart-base,512.0,1503,10,0.0001,constant_with_warmup,False,57.548099517822266,2.6516504294495533,2,"[59.42, 55.67]"
facebook/bart-base,512.0,1503,10,0.0001,linear,False,56.05769920349121,0.40800037537358713,2,"[56.35, 55.77]"
facebook/bart-base,512.0,2004,10,1e-05,constant_with_warmup,False,56.58654975891113,0.7479049305450954,2,"[56.06, 57.12]"
facebook/bart-base,512.0,2004,10,1e-05,linear,False,54.90385055541992,0.13597584853978928,2,"[54.81, 55.0]"
facebook/bart-base,512.0,2004,10,5e-05,constant_with_warmup,False,57.01919937133789,0.27195169707958106,2,"[57.21, 56.83]"
facebook/bart-base,512.0,2004,10,5e-05,linear,False,55.3846492767334,0.407930243017665,2,"[55.1, 55.67]"
facebook/bart-base,512.0,2004,10,0.0001,constant_with_warmup,False,63.028852462768555,9.178742017401655,2,"[56.54, 69.52]"
facebook/bart-base,512.0,2004,10,0.0001,linear,False,61.15384864807129,5.575325385732906,2,"[57.21, 65.1]"
microsoft/deberta-v3-base,512.0,918,50,1e-05,constant_with_warmup,False,58.55769348144531,,1,[58.56]
microsoft/deberta-v3-base,512.0,918,50,1e-05,linear,False,57.980770111083984,,1,[57.98]
microsoft/deberta-v3-base,512.0,918,50,5e-05,constant_with_warmup,False,58.46154022216797,,1,[58.46]
microsoft/deberta-v3-base,512.0,918,50,5e-05,linear,False,68.94230651855469,,1,[68.94]
microsoft/deberta-v3-base,512.0,998,10,1e-05,constant_with_warmup,False,72.93269348144531,0.6119209898103921,2,"[72.5, 73.37]"
microsoft/deberta-v3-base,512.0,998,10,1e-05,linear,False,63.4615364074707,13.326242768915964,2,"[54.04, 72.88]"
microsoft/deberta-v3-base,512.0,998,10,5e-05,constant_with_warmup,False,59.18269348144531,1.0198647198195805,2,"[58.46, 59.9]"
microsoft/deberta-v3-base,512.0,998,10,5e-05,linear,False,71.00961303710938,1.1558459631559768,2,"[71.83, 70.19]"
microsoft/deberta-v3-base,512.0,1377,50,1e-05,constant_with_warmup,False,57.30769348144531,,1,[57.31]
microsoft/deberta-v3-base,512.0,1377,50,1e-05,linear,False,56.53845977783203,,1,[56.54]
microsoft/deberta-v3-base,512.0,1377,50,5e-05,constant_with_warmup,False,55.57692337036133,,1,[55.58]
microsoft/deberta-v3-base,512.0,1377,50,5e-05,linear,False,55.480770111083984,,1,[55.48]
microsoft/deberta-v3-base,512.0,1497,10,1e-05,constant_with_warmup,False,66.73076629638672,,1,[66.73]
microsoft/deberta-v3-base,512.0,1497,10,1e-05,linear,False,58.07692337036133,,1,[58.08]
microsoft/deberta-v3-base,512.0,1497,10,5e-05,constant_with_warmup,False,55.769229888916016,,1,[55.77]
microsoft/deberta-v3-base,512.0,1497,10,5e-05,linear,False,56.92307662963867,,1,[56.92]
roberta-base,512.0,918,50,1e-05,constant_with_warmup,False,75.0,,1,[75.0]
roberta-base,512.0,918,50,1e-05,linear,False,51.346153259277344,,1,[51.35]
roberta-base,512.0,918,50,5e-05,constant_with_warmup,False,59.03845977783203,,1,[59.04]
roberta-base,512.0,918,50,5e-05,linear,False,58.94230651855469,,1,[58.94]
roberta-base,512.0,918,50,0.0001,constant_with_warmup,False,51.05769348144531,,1,[51.06]
roberta-base,512.0,918,50,0.0001,linear,False,52.30769348144531,,1,[52.31]
roberta-base,512.0,998,10,1e-05,constant_with_warmup,False,73.75,1.7677669529663689,2,"[75.0, 72.5]"
roberta-base,512.0,998,10,1e-05,constant_with_warmup,True,72.73603057861328,,1,[72.74]
roberta-base,512.0,998,10,1e-05,linear,False,73.94230651855469,1.6317857096299726,2,"[72.79, 75.1]"
roberta-base,512.0,998,10,5e-05,constant_with_warmup,False,66.25000190734863,10.062674047054324,2,"[59.13, 73.37]"
roberta-base,512.0,998,10,5e-05,constant_with_warmup,True,54.81695556640625,,1,[54.82]
roberta-base,512.0,998,10,5e-05,linear,False,60.673078536987305,5.7112472863066,2,"[64.71, 56.63]"
roberta-base,512.0,998,10,5e-05,linear,True,72.25433349609375,,1,[72.25]
roberta-base,512.0,998,10,0.0001,constant_with_warmup,False,55.28845977783203,,1,[55.29]
roberta-base,512.0,998,10,0.0001,linear,False,50.19230651855469,,1,[50.19]
roberta-base,512.0,1497,10,1e-05,constant_with_warmup,False,57.21154022216797,,1,[57.21]
roberta-base,512.0,1497,10,1e-05,linear,False,57.78845977783203,,1,[57.79]
roberta-base,512.0,1497,10,5e-05,constant_with_warmup,False,58.94230651855469,,1,[58.94]
roberta-base,512.0,1497,10,5e-05,linear,False,51.153846740722656,,1,[51.15]
roberta-base,512.0,1497,10,0.0001,constant_with_warmup,False,51.05769348144531,,1,[51.06]
roberta-base,512.0,1497,10,0.0001,linear,False,51.53845977783203,,1,[51.54]
t5-base,512.0,918,50,5e-05,constant_with_warmup,False,58.81505012512207,0.06809582020208127,2,"[58.77, 58.86]"
t5-base,512.0,918,50,5e-05,linear,False,58.95954895019531,0.2724480183676454,2,"[58.77, 59.15]"
t5-base,512.0,918,50,0.0001,constant_with_warmup,False,65.79959869384766,10.354589188986962,2,"[73.12, 58.48]"
t5-base,512.0,918,50,0.0001,linear,False,59.055850982666016,0.5449661690911978,2,"[59.44, 58.67]"
t5-base,512.0,972,25,0.0002,constant_with_warmup,False,71.96535110473633,0.5449661690911978,2,"[71.58, 72.35]"
t5-base,512.0,972,25,0.0002,linear,False,64.11370086669922,7.15280977009102,2,"[69.17, 59.06]"
t5-base,512.0,972,25,0.0005,constant_with_warmup,False,70.80924987792969,0.9536705654223109,2,"[71.48, 70.13]"
t5-base,512.0,972,25,0.0005,linear,False,71.29095077514648,2.316131843921485,2,"[72.93, 69.65]"
t5-base,512.0,972,25,0.0007,constant_with_warmup,False,72.9286994934082,0.27251815072355995,2,"[73.12, 72.74]"
t5-base,512.0,972,25,0.0007,linear,False,70.56840133666992,4.836613188610222,2,"[73.99, 67.15]"
t5-base,512.0,972,25,0.001,constant_with_warmup,False,74.03849792480469,,1,[74.04]
t5-base,512.0,972,25,0.001,linear,False,68.65380096435547,,1,[68.65]
t5-base,512.0,998,10,5e-05,constant_with_warmup,False,67.34100341796875,,1,[67.34]
t5-base,512.0,998,10,5e-05,linear,False,58.09249877929688,,1,[58.09]
t5-base,512.0,998,10,0.0001,constant_with_warmup,False,71.29090118408203,,1,[71.29]
t5-base,512.0,998,10,0.0001,linear,False,60.5009994506836,,1,[60.5]
t5-base,512.0,998,10,0.0002,constant_with_warmup,False,63.487449645996094,7.765939194341916,2,"[58.0, 68.98]"
t5-base,512.0,998,10,0.0002,linear,False,65.94415092468262,10.831394800316765,2,"[73.6, 58.29]"
t5-base,512.0,998,10,0.0005,constant_with_warmup,False,65.51060104370117,9.673361247135679,2,"[72.35, 58.67]"
t5-base,512.0,998,10,0.0005,linear,False,65.07705116271973,9.74145706733776,2,"[71.97, 58.19]"
t5-base,512.0,998,10,0.0007,constant_with_warmup,False,72.44705200195312,0.13626177276008467,2,"[72.54, 72.35]"
t5-base,512.0,998,10,0.0007,linear,False,69.99040222167969,3.610489210023664,2,"[67.44, 72.54]"
t5-base,512.0,998,10,0.001,constant_with_warmup,False,63.99039840698242,12.5782973773963,2,"[55.1, 72.88]"
t5-base,512.0,998,10,0.001,linear,False,72.98079681396484,,1,[72.98]
t5-base,512.0,1377,50,5e-05,constant_with_warmup,False,56.888248443603516,0.20442502791978084,2,"[57.03, 56.74]"
t5-base,512.0,1377,50,5e-05,linear,False,56.64739990234375,0.6812279418512824,2,"[56.17, 57.13]"
t5-base,512.0,1377,50,0.0001,constant_with_warmup,False,57.12910079956055,0.9537460925748423,2,"[56.45, 57.8]"
t5-base,512.0,1377,50,0.0001,linear,False,56.69559860229492,0.47687304628741867,2,"[57.03, 56.36]"
t5-base,512.0,1377,50,0.001,constant_with_warmup,False,57.40380096435547,,1,[57.4]
t5-base,512.0,1377,50,0.001,linear,False,55.96149826049805,,1,[55.96]
t5-base,512.0,1497,10,5e-05,constant_with_warmup,False,55.78034973144531,0.40877992348365216,2,"[55.49, 56.07]"
t5-base,512.0,1497,10,5e-05,linear,False,55.2504997253418,0.6130592918949819,2,"[54.82, 55.68]"
t5-base,512.0,1497,10,0.0001,constant_with_warmup,False,55.876699447631836,0.6812252444529777,2,"[55.4, 56.36]"
t5-base,512.0,1497,10,0.0001,linear,False,55.39499855041504,0.13618894300585785,2,"[55.49, 55.3]"
t5-base,512.0,1497,10,0.0002,constant_with_warmup,False,55.92485046386719,1.4305490065063389,2,"[54.91, 56.94]"
t5-base,512.0,1497,10,0.0002,linear,False,55.635799407958984,0.20435489556386124,2,"[55.49, 55.78]"
t5-base,512.0,1497,10,0.0005,constant_with_warmup,False,66.95570182800293,8.447099701235581,2,"[72.93, 60.98]"
t5-base,512.0,1497,10,0.0005,linear,False,55.828500747680664,1.158098290740399,2,"[56.65, 55.01]"
t5-base,512.0,1497,10,0.0007,constant_with_warmup,False,63.24660110473633,9.87771614269954,2,"[56.26, 70.23]"
t5-base,512.0,1497,10,0.0007,linear,False,56.6955509185791,0.3406139709256412,2,"[56.94, 56.45]"
t5-base,512.0,1497,10,0.001,constant_with_warmup,False,62.5481014251709,7.954953985746965,2,"[68.17, 56.92]"
t5-base,512.0,1497,10,0.001,linear,False,56.490400314331055,0.20393140403002377,2,"[56.63, 56.35]"
