from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,input_seg_size,num_mem_tokens,model_path,f1,best_valid_f1,precision,best_valid_precision,recall,best_valid_recall,accuracy,best_valid_accuracy,f1,best_valid_f1,precision,best_valid_precision,recall,best_valid_recall,accuracy,best_valid_accuracy
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,2,linear,1497,,10.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr5e-05_linear_adamw_wd1e-03_1497_mem10/run_2,0.9230769276618958,0.800000011920929,0.9599999785423279,0.8333333134651184,0.8888888955116272,0.807692289352417,0.9411764740943909,0.84375,0.9230769276618958,0.800000011920929,0.9599999785423279,0.8333333134651184,0.8888888955116272,0.807692289352417,0.9411764740943909,0.84375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,2,linear,1497,,10.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr5e-05_linear_adamw_wd1e-03_1497_mem10/run_2,,0.7755101919174194,,0.8260869383811951,,0.7307692170143127,,0.828125,,0.7755101919174194,,0.8260869383811951,,0.7307692170143127,,0.828125
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,2,linear,1497,,10.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr5e-05_linear_adamw_wd1e-03_1497_mem10/run_1,0.8846153616905212,0.7755101919174194,0.9200000166893005,0.8260869383811951,0.8518518805503845,0.7307692170143127,0.9090909361839294,0.828125,0.8846153616905212,0.7755101919174194,0.9200000166893005,0.8260869383811951,0.8518518805503845,0.7307692170143127,0.9090909361839294,0.828125
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,2,constant_with_warmup,1377,,50.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1377_mem50/run_1,0.7083333134651184,0.7083333134651184,0.8095238208770752,0.7727272510528564,0.6296296119689941,0.6538461446762085,0.7878788113594055,0.78125,0.7083333134651184,0.7083333134651184,0.8095238208770752,0.7727272510528564,0.6296296119689941,0.6538461446762085,0.7878788113594055,0.78125
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,constant_with_warmup,918,,50.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_918_mem50/run_1,0.9411764740943909,0.7916666865348816,1.0,0.8636363744735718,0.8888888955116272,0.807692289352417,0.9545454382896423,0.84375,0.9411764740943909,0.7916666865348816,1.0,0.8636363744735718,0.8888888955116272,0.807692289352417,0.9545454382896423,0.84375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,linear,512,,0.0,../runs/finetune//t5-base/lr1e-04_linear_adamw_wd1e-03_512_mem0/run_3,0.9433962106704712,0.8214285969734192,0.9615384340286255,0.8333333134651184,0.9259259104728699,0.8846153616905212,0.9545454382896423,0.84375,0.9433962106704712,0.8214285969734192,0.9615384340286255,0.8333333134651184,0.9259259104728699,0.8846153616905212,0.9545454382896423,0.84375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,linear,512,,0.0,../runs/finetune//t5-base/lr1e-04_linear_adamw_wd1e-03_512_mem0/run_2,0.9629629850387573,0.8235294222831726,0.9629629850387573,0.8421052694320679,0.9629629850387573,0.807692289352417,0.9696969985961914,0.859375,0.9629629850387573,0.8235294222831726,0.9629629850387573,0.8421052694320679,0.9629629850387573,0.807692289352417,0.9696969985961914,0.859375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,linear,512,,0.0,../runs/finetune//t5-base/lr1e-04_linear_adamw_wd1e-03_512_mem0/run_1,0.9629629850387573,0.800000011920929,0.9629629850387573,0.8636363744735718,0.9629629850387573,0.7692307829856873,0.9696969985961914,0.84375,0.9629629850387573,0.800000011920929,0.9629629850387573,0.8636363744735718,0.9629629850387573,0.7692307829856873,0.9696969985961914,0.84375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,2,linear,1377,,50.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-05_linear_adamw_wd1e-03_1377_mem50/run_1,0.380952388048172,0.5,0.5333333611488342,0.625,0.29629629850387573,0.42307692766189575,0.6060606241226196,0.65625,0.380952388048172,0.5,0.5333333611488342,0.625,0.29629629850387573,0.42307692766189575,0.6060606241226196,0.65625
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,linear,1377,,50.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-04_linear_adamw_wd1e-03_1377_mem50/run_1,0.9433962106704712,0.8399999737739563,0.9615384340286255,0.9090909361839294,0.9259259104728699,0.807692289352417,0.9545454382896423,0.875,0.9433962106704712,0.8399999737739563,0.9615384340286255,0.9090909361839294,0.9259259104728699,0.807692289352417,0.9545454382896423,0.875
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,linear,1644,,100.0,../runs/finetune/hyperpartisan_news_detection/t5-base/lr1e-04_linear_adamw_wd1e-03_1644_mem100/run_1,,0.0,,0.0,,0.0,,0.59375,,0.0,,0.0,,0.0,,0.59375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,4,linear,1503,,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-04_linear_adamw_wd1e-03_1503_mem10/run_2,0.9629629850387573,0.8235294222831726,0.9629629850387573,0.8399999737739563,0.9629629850387573,0.8461538553237915,0.970588207244873,0.859375,0.9629629850387573,0.8235294222831726,0.9629629850387573,0.8399999737739563,0.9629629850387573,0.8461538553237915,0.970588207244873,0.859375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,linear,1503,,10.0,../runs/finetune/hyperpartisan_news_detection/t5-base/lr1e-04_linear_adamw_wd1e-03_1503_mem10/run_1,0.9629629850387573,0.8627451062202454,0.9629629850387573,0.8799999952316284,0.9629629850387573,0.8461538553237915,0.970588207244873,0.890625,0.9629629850387573,0.8627451062202454,0.9629629850387573,0.8799999952316284,0.9629629850387573,0.8461538553237915,0.970588207244873,0.890625
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,linear,1503,,10.0,../runs/finetune/hyperpartisan_news_detection/t5-base/lr1e-04_linear_adamw_wd1e-03_1503_mem10/run_1,0.9259259104728699,0.8235294222831726,0.9259259104728699,0.9047619104385376,0.9259259104728699,0.807692289352417,0.939393937587738,0.859375,0.9259259104728699,0.8235294222831726,0.9259259104728699,0.9047619104385376,0.9259259104728699,0.807692289352417,0.939393937587738,0.859375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,2,constant_with_warmup,918,,50.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_918_mem50/run_1,0.7692307829856873,0.7843137383460999,0.800000011920929,0.800000011920929,0.7407407164573669,0.8461538553237915,0.8181818127632141,0.828125,0.7692307829856873,0.7843137383460999,0.800000011920929,0.800000011920929,0.7407407164573669,0.8461538553237915,0.8181818127632141,0.828125
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,4,constant_with_warmup,1503,,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1503_mem10/run_2,0.9811320900917053,0.7547169923782349,1.0,0.75,0.9629629850387573,0.7692307829856873,0.9852941036224365,0.796875,0.9811320900917053,0.7547169923782349,1.0,0.75,0.9629629850387573,0.7692307829856873,0.9852941036224365,0.796875
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,4,constant_with_warmup,1503,,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1503_mem10/run_1,0.9411764740943909,0.7547169923782349,1.0,0.7727272510528564,0.8888888955116272,0.7692307829856873,0.9558823704719543,0.796875,0.9411764740943909,0.7547169923782349,1.0,0.7727272510528564,0.8888888955116272,0.7692307829856873,0.9558823704719543,0.796875
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,2,constant_with_warmup,1377,,50.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1377_mem50/run_1,,0.7555555701255798,,0.8947368264198303,,0.6538461446762085,,0.828125,,0.7555555701255798,,0.8947368264198303,,0.6538461446762085,,0.828125
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,constant_with_warmup,1497,,10.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_1,0.9230769276618958,0.807692289352417,0.9599999785423279,0.8260869383811951,0.8888888955116272,0.807692289352417,0.939393937587738,0.84375,0.9230769276618958,0.807692289352417,0.9599999785423279,0.8260869383811951,0.8888888955116272,0.807692289352417,0.939393937587738,0.84375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,4,constant_with_warmup,1503,,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1503_mem10/run_2,0.9615384340286255,0.7843137383460999,1.0,0.800000011920929,0.9259259104728699,0.8461538553237915,0.970588207244873,0.828125,0.9615384340286255,0.7843137383460999,1.0,0.800000011920929,0.9259259104728699,0.8461538553237915,0.970588207244873,0.828125
