from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,input_seg_size,num_mem_tokens,model_path,best_valid_exact_match
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,linear,918,,50,../runs/finetune/gridsearch/contract_nli/microsoft/deberta-v3-base/lr5e-05_linear_adamw_wd1e-03_918_mem50/run_2,68.94230651855469
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/contract_nli/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_2,66.73076629638672
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,998,,10,../runs/finetune/gridsearch/contract_nli/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_998_mem10/run_3,72.5
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,998,,10,../runs/finetune/gridsearch/contract_nli/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_998_mem10/run_2,73.36538696289062
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/microsoft/deberta-v3-base/lr5e-05_linear_adamw_wd1e-03_1497_mem10/run_2,56.92307662963867
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,1377,,50,../runs/finetune/gridsearch/contract_nli/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1377_mem50/run_2,57.30769348144531
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1377,,50,../runs/finetune/gridsearch/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1377_mem50/run_2,56.53845977783203
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,918,,50,../runs/finetune/gridsearch/contract_nli/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_918_mem50/run_2,58.55769348144531
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,constant_with_warmup,1377,,50,../runs/finetune/gridsearch/contract_nli/microsoft/deberta-v3-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1377_mem50/run_2,55.57692337036133
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,linear,998,,10,../runs/finetune/gridsearch/contract_nli/microsoft/deberta-v3-base/lr5e-05_linear_adamw_wd1e-03_998_mem10/run_3,71.82691955566406
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,linear,998,,10,../runs/finetune/gridsearch/contract_nli/microsoft/deberta-v3-base/lr5e-05_linear_adamw_wd1e-03_998_mem10/run_2,70.19230651855469
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1497_mem10/run_2,58.07692337036133
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,998,,10,../runs/finetune/gridsearch/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_998_mem10/run_3,54.03845977783203
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,998,,10,../runs/finetune/gridsearch/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_998_mem10/run_2,72.88461303710938
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,918,,50,../runs/finetune/gridsearch/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_918_mem50/run_2,57.980770111083984
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,constant_with_warmup,998,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_constant_with_warmup_adamw_wd1e-03_998_mem10/run_3,72.01923370361328
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,998,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_constant_with_warmup_adamw_wd1e-03_998_mem10/run_3,71.82691955566406
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,linear,998,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr5e-05_linear_adamw_wd1e-03_998_mem10/run_3,71.92308044433594
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,998,,10,../runs/finetune/gridsearch/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998_mem10/run_3,72.21154022216797
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,constant_with_warmup,918,,50,../runs/finetune/gridsearch/contract_nli/roberta-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_918_mem50/run_1,59.03845977783203
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_1,58.94230651855469
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,constant_with_warmup,998,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_998_mem10/run_3,59.13461685180664
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,constant_with_warmup,998,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_998_mem10/run_1,15.0
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,constant_with_warmup,998,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_998_mem10/run_1,73.36538696289062
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,linear,918,,50,../runs/finetune/gridsearch/contract_nli/roberta-base/lr5e-05_linear_adamw_wd1e-03_918_mem50/run_1,58.94230651855469
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,0.0001,1,4,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr1e-04_linear_adamw_wd1e-03_1497_mem10/run_1,51.53845977783203
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,0.0001,1,4,linear,918,,50,../runs/finetune/gridsearch/contract_nli/roberta-base/lr1e-04_linear_adamw_wd1e-03_918_mem50/run_1,52.30769348144531
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_1,57.21154022216797
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,0.0001,1,4,constant_with_warmup,998,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_998_mem10/run_1,55.28845977783203
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,998,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_998_mem10/run_3,75.0
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,998,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_998_mem10/run_1,72.5
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr5e-05_linear_adamw_wd1e-03_1497_mem10/run_1,51.153846740722656
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,0.0001,1,4,constant_with_warmup,918,,50,../runs/finetune/gridsearch/contract_nli/roberta-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_918_mem50/run_1,51.05769348144531
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,918,,50,../runs/finetune/gridsearch/contract_nli/roberta-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_918_mem50/run_1,75.0
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,0.0001,1,4,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_1,51.05769348144531
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,linear,998,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr5e-05_linear_adamw_wd1e-03_998_mem10/run_3,64.71154022216797
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,linear,998,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr5e-05_linear_adamw_wd1e-03_998_mem10/run_1,56.63461685180664
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1497,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr1e-05_linear_adamw_wd1e-03_1497_mem10/run_1,57.78845977783203
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,0.0001,1,4,linear,998,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr1e-04_linear_adamw_wd1e-03_998_mem10/run_1,50.19230651855469
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,998,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr1e-05_linear_adamw_wd1e-03_998_mem10/run_3,72.78845977783203
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,998,,10,../runs/finetune/gridsearch/contract_nli/roberta-base/lr1e-05_linear_adamw_wd1e-03_998_mem10/run_1,75.09615325927734
roberta-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,918,,50,../runs/finetune/gridsearch/contract_nli/roberta-base/lr1e-05_linear_adamw_wd1e-03_918_mem50/run_1,51.346153259277344
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,4,linear,1002,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_1002_mem10/run_2,58.36539840698242
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,4,linear,1002,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_1002_mem10/run_1,73.75
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,constant_with_warmup,2004,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_2004_mem10/run_2,56.057701110839844
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,constant_with_warmup,2004,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_2004_mem10/run_1,57.11539840698242
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,linear,1503,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-05_linear_adamw_wd1e-03_1503_mem10/run_2,55.673099517822266
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,linear,1503,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-05_linear_adamw_wd1e-03_1503_mem10/run_1,54.807701110839844
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,4,linear,1503,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_1503_mem10/run_2,57.5
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,4,linear,1503,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_1503_mem10/run_1,56.442298889160156
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,4,linear,2004,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_2004_mem10/run_2,55.09619903564453
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,4,linear,2004,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_2004_mem10/run_1,55.673099517822266
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,4,constant_with_warmup,1002,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1002_mem10/run_2,57.98080062866211
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,4,constant_with_warmup,1002,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1002_mem10/run_1,63.36539840698242
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,constant_with_warmup,1002,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1002_mem10/run_2,71.34619903564453
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,constant_with_warmup,1002,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1002_mem10/run_1,72.21150207519531
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,4,linear,2004,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_2004_mem10/run_2,57.21149826049805
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,4,linear,2004,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_2004_mem10/run_1,65.09619903564453
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,linear,2004,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-05_linear_adamw_wd1e-03_2004_mem10/run_2,54.807701110839844
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,linear,2004,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-05_linear_adamw_wd1e-03_2004_mem10/run_1,55.0
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,linear,1002,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-05_linear_adamw_wd1e-03_1002_mem10/run_2,70.48079681396484
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,linear,1002,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-05_linear_adamw_wd1e-03_1002_mem10/run_1,69.90380096435547
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,4,constant_with_warmup,2004,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_2004_mem10/run_2,57.21149826049805
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,4,constant_with_warmup,2004,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_2004_mem10/run_1,56.826900482177734
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,4,linear,1503,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_1503_mem10/run_2,56.34619903564453
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,4,linear,1503,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_1503_mem10/run_1,55.76919937133789
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,4,constant_with_warmup,1503,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1503_mem10/run_2,56.63460159301758
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,4,constant_with_warmup,1503,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1503_mem10/run_1,55.86539840698242
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,4,constant_with_warmup,2004,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_2004_mem10/run_2,56.53850173950195
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,4,constant_with_warmup,2004,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_2004_mem10/run_1,69.51920318603516
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,4,constant_with_warmup,1503,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1503_mem10/run_2,59.423099517822266
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,4,constant_with_warmup,1503,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1503_mem10/run_1,55.673099517822266
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,4,constant_with_warmup,1002,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1002_mem10/run_2,72.5
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,4,constant_with_warmup,1002,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1002_mem10/run_1,70.38459777832031
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,constant_with_warmup,1503,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1503_mem10/run_2,56.25
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,constant_with_warmup,1503,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1503_mem10/run_1,55.0
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,4,linear,1002,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_1002_mem10/run_2,58.076900482177734
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,4,linear,1002,,10,../runs/finetune/gridsearch/contract_nli/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_1002_mem10/run_1,58.46149826049805
